question,answer
그러면 폼을 주문할건데 긴팔블랙교환요청드렸는데 5부블랙이랑 같이 보내주심안될까요,고객님 혹시 교환상품이 있으시면 톡톡으로 말씀해주시면 저희 측에서 확인 후 상품이 아직 출고전이면 상품금액 따로 계좌로 입금해주시면 저희 측에서 같이 합포장하여 출고 도와드릴 수 있습니다.
목둘레 33 등길이36 이면 사이즈 어떤 걸로 해야할까요?,"고객님 안녕하세요.
혹시 아이의 다리길이는 어떻게 되실까요?"
당근 빨래 시 물빠짐 없을까요??,"안녕하세요 고객님
해당 상품 물빠짐은 없으나 손빨래 혹은 세탁시에는 세탁망에 넣어 약하게 탈수해주시는 것을 권장드립니다.
감사합니다."
세탁은 어떻게 할수있나요?,"안녕하세요 고객님
해당 상품 손빨래 혹은 세탁시에는 세탁망에 넣어 약하게 탈수해주시는 것을 권장드립니다.
감사합니다."
Xs사이즈는 없나요?,"안녕하세요 고객님. 노는 개 최고양입니다. 
해당 상품은 xs 사이즈는 없습니다. 
불편을 드려 정말 죄송합니다."
트릿3개랑 폼6개주문하는데 합배송이 안되는건가요,"안녕하세요 고객님. 노는 개 최고양입니다. 
트릿 상품은 출고지가 안같아서 저희 측에서 합포장이 어려운 점 양해 부탁드립니다. 감사합니다."
혹시 방수재질인가요?,"안녕하세요 고객님
문의주신 상품 흩날리는 눈발은 튕겨낼 수 있는 재질입니다.
완전 방수는 아니나 생활 방수가 가능한 상품 아래 링크로 추천드립니다.
https://smartstore.naver.com/cunsik/products/10985252916
감사합니다."
주문실수로반품합니다 빠른수거 부탁합니다,"안녕하세요 고객님
문의주신 상품 수거처리 도와드릴 수 있도록 하겠습니다.
감사합니다."
"11월 17일 연어트릿이랑 같이 구매했는데...연어트릿만 받고 당근12구는 받지 못했어요..
기다리겠냐는 문자받아서 기다린다고 했는데...왜 아직 안오는건가요?
다른분들은 받은것 같은데...제꺼는 누락된것 같아요..당근12구에 연어트릿 넣어주려고 당근오기만 바라고 있는데 말이죠 ㅜㅜ
그리고 자동 구매확정 됬는데...확인부탁드립니다","안녕하세요 고객님
우선 불편을 드려 정말 죄송합니다.
해당 부분 확인 후 바로 처리 도와드릴 수 있도록 하겠습니다."
아 사이즈 교환하면 추가금액이 있는데 어떻게해야되나요?,"안녕하세요 고객님
문의주신 상품 교환 시에는 아래와 같이 비용이 부과됩니다.
교환상품 수거비 3,000원
사이즈 교환비(XS->S) 1,500원
출고 택배비 3,000원
감사합니다."
"오늘 당근밭이랑 후리츠두개.패딩두개 도착했는데 
당근12구가 아이들이 치와와2.6키로인데 주둥이가 
바닦에 닫질못해요 이제보니 추가상품에 폼블럭이 있었네요  별도구매가 가능할까요그리고 패딩은 팔이넘길고 통도 너무크네요 수선맡겨보구 안된다하면 반품해야할듯해요","안녕하세요 고객님
문의주신 폼블럭 상품 아래 링크를 통해 구매 가능하십니다.
https://smartstore.naver.com/cunsik/products/8339260774
감사합니다."
사이즈 미스로 Xs에서 S로 교환 보냈는데 제품 언제 다시 보내주시나요? 수거해갔는데 연락이 없으셔서요,"안녕하세요 고객님
우선 처리가 지연되어 정말 죄송합니다.
해당 상품 확인 후 바로 처리 도와드릴 수 있도록 하겠습니다.
감사합니다."
일회용인가요,"안녕하세요 고객님
해당 제품 일회용 아니며 재사용 가능하십니다!"
기본 구성이 몇개인가요?,"안녕하세요 고객님
 기본1세트에 문판1판,본판5판입니다.
감사합니다!"
"안녕하세요~ 말티즈 3kg, 목둘레 22cm, 등길이 30cm, 앞다리 길이 60cm, 뒷 다리 길이 56cm, 발 크기 5x3cm 인데 Xs 을 사야할까요, S을 사야할까요?","안녕하세오 고객님 
해당 제품 S사이즈 추천드리겠습니다.
감사합니다."
"당근밭노즈워크12구삑삑이 구매하고싶은데
당근삑삑이 12개가 오는건가요 밭은 별도로 구매해야하나요 구매방법좀 알려주세요 2.6키로 치와와입니다","안녕하세요 고객님
문의주신 상품 12구 삑삑이 상품 구매해주시면 밭과 삑삑이를 같이 보내드리고 있습니다 !"
가로세로 높이 상세사이즈 알수있을까요? 구매하고싶어서요,"안녕하세요 고객님
문의주신 상품 사이즈 안내드립니다.
20*20*10cm입니다.
감사합니다."
구매랑 후기 쓸 블로그 아이디가 다른데 후기 페이백 이상없나요??,"안녕하세요 고객님
페이백 확인 보내주실 때에 상품번호와 함께 링크 같이 보내주시면 괜찮습니다 !
감사합니다."
"혹시 중대형은 품절인가요??
화이트 구매 하고 싶은데 특대형은 화이트가 없어서요ㅠ","안녕하세요 고객님. 노는 개 최고양입니다. 
해당 상품 화이트 중대형은 재고 있어서 14:00전 주문해주시면 금일 출고 도와드릴 수 있습니다. 감사합니다."
오리털이면 물세탁 가능한가요? 그리고 생활방수되나요?,"안녕하세요 고객님
해당 상품 생활방수 가능하며 물세탁 가능합니다.
감사합니다."
바닥 마개? 가 1개만 들어있습니다. 마감이 매끄럽지도 않은데 급해서 조립은 했는데 마루바닥 다 나가게 생겼습니다.빠른 대응 부탁드립니다.  톡톡에 사진과 문의해도 안보시고 연락처는 전화안되네요.,"안녕하세요 고객님
답변이 늦어 불편을 끼쳐드려 죄송하다는 말씀 드리겠습니다.
해당 마개가 추가로 몇개가 더 필요하신 상황인지 말씀해주시면 확인 후 안내 도와드리도록 하겠습니다."
주문했습니다. 반품하는 일 없도록 꼼꼼하게 검수하셔서 보내주세요.~!,"안녕하세요 고객님
좋은 상품으로 출고 진행하도록 하겠습니다.
감사합니다."
"안녕하세요 ~
퍼플 재입고 계획 문의드립니다!","안녕하세요 고객님
해당 제품 재입고 일정이 없어 양해의 말씀 부탁드리겠습니다.
감사합니다."
안녕하세요. 유해물질 안전검사 통과한 제품인가요?,"안녕하세요 고객님
해당 제품 포름알데히드 검사증 보유하고 있습니다.
참고하여 주시면 감사하겠습니다."
철망 사이가( 가로) 몇센티 인가요,"안녕하세요 고객님
해당 제품 철망 사이 대략 4센치 정도 되는 부분 참고 부탁드리겠습니다.
감사합니다."
대형이랑 특대형이랑 높이 상관 없이 호환 되나요?,"안녕하세요 고객님
해당 제품 호환되십니다!
감사합니다."
"비숑 8.6kg
등길이 40cm 다리길이 65cm 
사이즈 알려주세요","안녕하세요 고객님
아이에게는 M사이즈 제품 추천드립니다.
감사합니다."
"비숑 8.6키로
목둘레 36cm 등길이 36cm인데 
사이즈 어떤거 주문해야되요?","고객님 저희가 보다 정확하게 안내를 도와드리기 위하여
다리길이도 한번 말씀해주시면 감사하겠습니다."
"안녕하세요.상품은잘받았는데 등쪽반절이탈색이되어있어요.
어찌해야하나요^^","안녕하세요 고객님
해당 내용 좀 더 정확하게 안내를 드리기 위하여 
사진 첨부하여 네이버 톡톡으로 연락주시면 감사하겠습니다."
L사이즈를 XL로변경사려고 합니다,"안녕하세요 고객님
문의주신 상품 교환신청 해주시면 처리 도와드릴 수 있도록 하겠습니다.
감사합니다."
세탁은 망에 넣어서 하면 되나요?손빨래는 안마를거 같아서요,"안녕하세요 고객님
문의주신 상품 세탁망에 넣어 세탁 가능하나 탈수 시 약하게 돌려주신 후 자연건조 해주시는 것을 추천드립니다.
감사합니다."
분리형 구매했었는데 바구니만 따로 구매가능한가요??,"안녕하세요 고객님
불편을 끼쳐드려 죄송합니다..
해당 제품 현재 저희가 바구니만 따로 판매를 하고 있지않아 양해의 말씀 부탁드리겠습니다."
녹음은 몇초정도가능한가요?,"안녕하세요 고객님
해당 제품 30초 가량 녹음 가능하십니다.
감사합니다."
"Xl는 입고 안되는건가요?
5.4키로 L는 너무 딱맞겠죠??","안녕하세요 고객님
해당 제품 현재 재입고 일자가 없어 부득이하게 양해의 말씀 부탁드리겠습니다.
아울러 아이의 키로수만으로는 사이즈 안내를 도와드리기에는 어려움이 있어 양해의 말씀 부탁드리겠습니다."
혹시 판말고 인형만 따로 구매가능한가요??,"안녕하세요 고객님
해당 동일한 당근은 구매가 불가합니다.
다만 비슷한 제품의 당근은 삑삑이 판매페이지에서 따로 구매가 가능하여 
참고 부탁드리겠습니다."
급히 저희애가 수술 했는데 금요일 저녁에 주문하면 월요일 배송 하게되어 받을때는 수요일쯤 될거 같은데 월요일에 사무실 주소 적혀 있는 곳으로 가서 직접 수령도 가능할까요?,"안녕하세요 고객님
해당 주소지로 방문해주시면 상품 수령 가능하나 재고여부 확인이 미리 필요한 점 안내드립니다.
인천 서구 건지로 250번길 53 101호로 방문해주시면 감사하겠습니다.
감사합니다."
당근 노즈워크랑 미끄럼방지 패드 100개 같이 주문하려고 하는데 배송비가 따로 붙는 건가요?,"안녕하세요 고객님
문의주신 상품의 사이즈가 크다보니 배송비가 추가로 부과되는 점 안내드립니다
감사합니다"
바닥면 점착력이 약해졌을 때 복구할 수 있는 방법이 있을가요?,"안녕하세요 고객님
해당 상품 접착력이 아닌 마찰력을 높혀 미끄러짐을 방지한 상품입니다 마찰력이 약해졌을 때에는 바닥면의 이물질을 제거하여 다시 마찰력을 높일 수 있습니다
감사합니다."
"안녕하세요. 네이버페이 분쟁조정센터입니다.

[소비자공익네트워크]로부터 해당 주문 건과 관련된 민원 처리 요청 공문이 접수되어 문의드립니다.

고객명 - 송한규
주문번호 - 2024100221706751
상품주문번호 - 2024100238258561

[민원내용]
(언제)10/2초경에 구매를 함
(어디서) 네이버
(누가) 
(무엇을) 애완견옷2벌을 28000원 정도에 구매를 함
애견 옷을 구매하였는데 불량이 도착이 됨
(어떻게) 처음 한벌은 좌우 대칭이 맞지 않음
(왜) 두번째도 구매를 하였는데 역시 좌우 대칭이 맞지 않았다고 함
두벌을 반품을 하였는데 한벌값만 취소를 해줌
한벌값만 환불이 되고 업체에서 차단이 된 상태라고 함
팔길이 도 짝짝이라고 함

상품 불량 여부의 분쟁인 경우에는 전자상거래법 규정에 따라, 정상 제품이 발송되었다는 것에 대한 판매자님측의 소명이 필요합니다.

제17조(청약철회등) 
⑤ 제1항부터 제3항까지의 규정을 적용할 때 재화등의 훼손에 대하여 소비자의 책임이 있는지 여부, 재화등의 구매에 관한 계약이 체결된 사실 및 그 시기, 재화등의 공급사실 및 그 시기 등에 관하여 다툼이 있는 경우에는 통신판매업자가 이를 증명하여야 한다.

1) 상품 불량으로 무상 환불 가능한 지 확인 요청드립니다.
- 불가 시 상세 사유 기재 요청

2) 상품 불량이 아니라면, 정상 제품을 발송하였다는 소명자료(사진 또는 동영상 등) 접수 요청드립니다.

원만한 해결을 위해 구매자의 민원내용 확인 후 판매자님의 의사 및 소명 자료를 회신 기한 내에 전달해 주시기 바랍니다.

만약 회신 기간 이내에 민원 요청 사항 미처리 및 회신이 없을 경우
스마트스토어 판매 이용 약관에 따라 민원금액 정산 지급보류하겠습니다.

회신 기한 - 2024년 11월 14일 14시까지
회신 방법 - 답변 또는 이메일 발송

회신 메일 주소 : help_payseller@navercorp.com

감사합니다.","안녕하세요 노는 개 최고양입니다.
해당 상품 고객님께서 2개의 상품을 주문해주셨으나 서로 다른 2개의 상품을 주문해주신 후 2개의 상품이 서로 다르다는 이유로 처음 악성리뷰 작성 후 반품을 요청해주셨습니다.
해당 부분 저희 측에서 상품이 다른점에 대하여 안내드렸으나 추후 다른 이유로 반품을 신청해주셨습니다.
해당 고객님 어떤 이유로든 환불을 원하시는 것으로 생각되어 악성으로 판단하였고 주문건 환불 후 블랙리스트로 추가하였습니다.
해당 상품 반품 신청해주신 주문건에 대해 환불요청 완료해드렸으며 추가 주문건에 대하여 환불처리 도와드릴 수 있도록 하겠습니다.
감사합니다."
